gene	subtype	type
AAD51061	vancomycin__vanXD	vancomycin
ABS72059	vancomycin__vanXD	vancomycin
AY082011.1.gene8.p01	vancomycin__vanXD	vancomycin
AAR37061	vancomycin__vanXD	vancomycin
AAZ98840	vancomycin__vanXD	vancomycin
ACM47288	vancomycin__vanXD	vancomycin
gi|488649958|ref|WP_002586572.1|	vancomycin__vanXD	vancomycin
gi|511041763|ref|WP_016295755.1|	vancomycin__vanXD	vancomycin
gi|552937074|ref|WP_023042301.1|	vancomycin__vanXD	vancomycin
gi|647122398|ref|WP_025641541.1|	vancomycin__vanXD	vancomycin
AF155139.2.gene8.p01	vancomycin__vanXF	vancomycin
gi|740152778|ref|WP_037997107.1|	vancomycin__vanXF	vancomycin
gi|746609239|ref|WP_039635346.1|	vancomycin__vanXF	vancomycin
gi|748291568|ref|WP_039833226.1|	vancomycin__vanXF	vancomycin
gb|ACL19707.1|ARO:3003725|vanXI	vancomycin__vanXI	vancomycin
gi|522064112|ref|WP_020575321.1|	vancomycin__vanXI	vancomycin
FJ349556.1.gene7.p01	vancomycin__vanXM	vancomycin
KF478993.1.gene4.p01	vancomycin__vanXO	vancomycin
gi|40713145|emb|CAE53345.1|	vancomycin__vanXO	vancomycin
gi|494774722|ref|WP_007510130.1|	vancomycin__vanXO	vancomycin
gi|521086979|ref|WP_020417884.1|	vancomycin__vanXO	vancomycin
gi|522156438|ref|WP_020667646.1|	vancomycin__vanXO	vancomycin
gi|651270389|ref|WP_026403570.1|	vancomycin__vanXO	vancomycin
gi|651279333|ref|WP_026411319.1|	vancomycin__vanXO	vancomycin
gi|654459399|ref|WP_027929810.1|	vancomycin__vanXO	vancomycin
gi|654471747|ref|WP_027941974.1|	vancomycin__vanXO	vancomycin
AAA65958	vancomycin__vanYA	vancomycin
AAY52007	vancomycin__vanYA	vancomycin
ACP19238	vancomycin__vanYA	vancomycin
CAB61224	vancomycin__vanYA	vancomycin
gi|309385867|gb|ADO66792.1|	vancomycin__vanYA	vancomycin
gi|446654962|ref|WP_000732308.1|	vancomycin__vanYA	vancomycin
gi|503204183|ref|WP_013438844.1|	vancomycin__vanYA	vancomycin
gi|816206780|gb|AKE81065.1|	vancomycin__vanYA	vancomycin
Q47746	vancomycin__vanYB	vancomycin
gi|1036536100|emb|SAM71699.1|	vancomycin__vanYB	vancomycin
gi|403023847|gb|EJY36064.1|	vancomycin__vanYB	vancomycin
gi|403219412|emb|CCJ27774.1|	vancomycin__vanYB	vancomycin
gi|452996213|gb|AGG19398.1|	vancomycin__vanYB	vancomycin
gi|452996227|gb|AGG19410.1|	vancomycin__vanYB	vancomycin
gi|488259314|ref|WP_002330522.1|	vancomycin__vanYB	vancomycin
gi|498515090|ref|WP_010815297.1|	vancomycin__vanYB	vancomycin
KF823969.1.gene3.p01	vancomycin__vanYB	vancomycin
AY082011.1.gene5.p01	vancomycin__vanYD	vancomycin
ACM47285	vancomycin__vanYD	vancomycin
BAE96115	vancomycin__vanYD	vancomycin
AF155139.2.gene4.p01	vancomycin__vanYF	vancomycin
gi|1025843957|ref|WP_063576302.1|	vancomycin__vanYF	vancomycin
gi|491689491|ref|WP_005545369.1|	vancomycin__vanYF	vancomycin
AAF71279	vancomycin__vanYG1	vancomycin
gb|ABA71729.1|ARO:3002959|vanYG1	vancomycin__vanYG1	vancomycin
AAQ16270	vancomycin__vanYG1	vancomycin
FJ349556.1.gene4.p01	vancomycin__vanYM	vancomycin
ACP19239	vancomycin__vanZA	vancomycin
CAB61225	vancomycin__vanZA	vancomycin
AF155139.2.gene5.p01	vancomycin__vanZF	vancomycin
gi|1028848471|ref|WP_064017434.1|	vancomycin__vanZF	vancomycin
gi|515720450|ref|WP_017153050.1|	vancomycin__vanZF	vancomycin
gi|670466162|ref|WP_031414939.1|	vancomycin__vanZF	vancomycin
WP_000414695.1	quinolone__norB	quinolone
gb|QKT21444.1|ARO:3005085|AAC(3)-IIg	aminoglycoside__AAC(3)-IIg	aminoglycoside
gb|QEQ43476.1|ARO:3005061|AAC(3)-IVb	aminoglycoside__AAC(3)-IVb	aminoglycoside
gb|AAA92037.1|ARO:3007075|cph	aminoglycoside__cph	aminoglycoside
gb|QEQ43477.1|ARO:3005062|ANT(3'')-Ib	aminoglycoside__ANT(9)-Ia	aminoglycoside
gb|CAF29483.1|ARO:3002653|APH(3')-VIb	aminoglycoside__APH(3')-VIa	aminoglycoside
gb|AZK52946.1|ARO:3005118|AAC(6')-Ib-cr8	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|KJX28101.1|ARO:3005114|AAC(6')-Ib-cr4	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|ABY48974.1|ARO:3005154|APH(3')-XV	aminoglycoside__aphA15	aminoglycoside
gb|WP_071846215.1|ARO:3002547|AAC(6')-Ib-cr1	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|NON98701.1|ARO:3005117|AAC(6')-Ib-cr7	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|ADY02579.1|ARO:3005112|AAC(6')-Ib-cr3	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|ACD56150.1|ARO:3005116|AAC(6')-Ib-cr6	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|ABX24471.1|ARO:3005115|AAC(6')-Ib-cr5	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|AYD68572.1|ARO:3005119|AAC(6')-Ib-cr9	aminoglycoside__AAC(6')-Ib-cr	aminoglycoside
gb|QQM99829.1|ARO:3007047|mefH	bacitracin__bacA	bacitracin
gb|CCI79240.1|ARO:3005047|eptB	bacitracin__bacA	bacitracin
gb|AAB64408.1|ARO:3007050|mreA	beta_lactam__mreA	beta_lactam
gb|WP_013255389.1|ARO:3006997|SPS-1	beta_lactam__SPS-1	beta_lactam
gb|WP_013992183.1|ARO:3007006|ZOG-1	beta_lactam__ZOG-1	beta_lactam
gb|MBS5055441.1|ARO:3007118|crxA	beta_lactam__crxA	beta_lactam
gb|WP_011094382.1|ARO:3006903|CAR-1	beta_lactam__CAR-1	beta_lactam
gb|WP_081048762.1|ARO:3006954|MYO-1	beta_lactam__MYO-1	beta_lactam
gb|WP_109545042.1|ARO:3006963|ORR-1	beta_lactam__ORR-1	beta_lactam
gb|WP_041449074.1|ARO:3006896|ANA-1	beta_lactam__ANA-1	beta_lactam
gb|WP_015266427.1|ARO:3006883|ECV-1	beta_lactam__ECV-1	beta_lactam
gb|WP_065597326.1|ARO:3006895|ALI-2	beta_lactam__ALI-2	beta_lactam
gb|WP_109545039.1|ARO:3007000|STA-1	beta_lactam__STA-1	beta_lactam
gb|WP_012145975.1|ARO:3006996|SPR-1	beta_lactam__SPR-1	beta_lactam
gb|WP_026025287.1|ARO:3006894|ALI-1	beta_lactam__ALI-1	beta_lactam
gb|WP_081853183.1|ARO:3006885|ELM-1	beta_lactam__ELM-1	beta_lactam
gb|WP_122630825.1|ARO:3006873|EAM-1	beta_lactam__EAM-1	beta_lactam
gb|WP_011550565.1|ARO:3006955|MYX-1	beta_lactam__MYX-1	beta_lactam
gb|WP_122630830.1|ARO:3006995|SPN79-1	beta_lactam__SPN79-1	beta_lactam
gb|WP_122630822.1|ARO:3006884|EFM-1	beta_lactam__EFM-1	beta_lactam
gb|QTJ60982.1|ARO:3007062|VAM-1	beta_lactam__VAM-1	beta_lactam
gb|WP_011497575.1|ARO:3006994|SHN-1	beta_lactam__SHN-1	beta_lactam
gb|WP_013846594.1|ARO:3006990|SGM-4	beta_lactam__SGM-4	beta_lactam
gb|WP_007708339.1|ARO:3006991|SGM-5	beta_lactam__SGM-5	beta_lactam
gb|WP_004207704.1|ARO:3006992|SGM-6	beta_lactam__SGM-6	beta_lactam
gb|WP_122630824.1|ARO:3006882|ECM-1	beta_lactam__ECM-1	beta_lactam
gb|WP_010337133.1|ARO:3006993|SGM-7	beta_lactam__SGM-7	beta_lactam
gb|WP_063864599.1|ARO:3006973|PME-1	beta_lactam__PME-1	beta_lactam
gb|WP_122630823.1|ARO:3006886|EVM-1	beta_lactam__EVM-1	beta_lactam
gb|WP_122630833.1|ARO:3006892|ALG11-1	beta_lactam__ALG11-1	beta_lactam
gb|AYD68552.1|ARO:3005018|LMB-1	beta_lactam__LMB-1	beta_lactam
gb|WP_007879679.1|ARO:3006105|OXA-919	beta_lactam__OXA-919	beta_lactam
gb|WP_204376227.1|ARO:3006889|GMB-1	beta_lactam__GMB-1	beta_lactam
gb|WP_009821475.1|ARO:3006987|SGM-1	beta_lactam__SGM-1	beta_lactam
gb|WP_122630831.1|ARO:3006864|CRD3-1	beta_lactam__CRD3-1	beta_lactam
gb|WP_041385949.1|ARO:3006988|SGM-2	beta_lactam__SGM-2	beta_lactam
gb|WP_128268284.1|ARO:3006982|RSD2-1	beta_lactam__RSD2-1	beta_lactam
gb|WP_128268285.1|ARO:3006983|RSD2-2	beta_lactam__RSD2-2	beta_lactam
gb|WP_041258349.1|ARO:3006887|FIA-1	beta_lactam__FIA-1	beta_lactam
gb|WP_020924773.1|ARO:3006897|AXC-1	beta_lactam__AXC-1	beta_lactam
gb|WP_150823464.1|ARO:3006900|AXC-4	beta_lactam__AXC-4	beta_lactam
gb|WP_100505522.1|ARO:3006898|AXC-2	beta_lactam__AXC-2	beta_lactam
gb|QEE23059.1|ARO:3005060|OXA-837	beta_lactam__OXA-837	beta_lactam
gb|WP_081330264.1|ARO:3006899|AXC-3	beta_lactam__AXC-3	beta_lactam
gb|WP_150823465.1|ARO:3006901|AXC-5	beta_lactam__AXC-5	beta_lactam
gb|WP_148044424.1|ARO:3006964|PAU-1	beta_lactam__PAU-1	beta_lactam
gb|CCP44842.1|ARO:3007182|blaC	beta_lactam__blaC	beta_lactam
gb|ALP44181.1|ARO:3007180|MAB	beta_lactam__MAB	beta_lactam
gb|WP_009901927.1|ARO:3006904|CDD-1	beta_lactam__CDD-1	beta_lactam
gb|WP_032974004.1|ARO:3006922|CMA-1	beta_lactam__CMA-1	beta_lactam
gb|WP_105620838.1|ARO:3006923|CMA-2	beta_lactam__CMA-2	beta_lactam
gb|WP_004384957.1|ARO:3006870|CSA-2	beta_lactam__CSA-2	beta_lactam
gb|WP_007888761.1|ARO:3006869|CSA-1	beta_lactam__CSA-1	beta_lactam
gb|WP_063859920.1|ARO:3006871|CSP-1	beta_lactam__CSP-1	beta_lactam
gb|WP_063860827.1|ARO:3006941|LRG-1	beta_lactam__LRG-1	beta_lactam
gb|APM84516.1|ARO:3005150|PAC-1	beta_lactam__PAC-1	beta_lactam
gb|WP_063864601.1|ARO:3006980|RAHN-2	beta_lactam__RAHN-2	beta_lactam
gb|WP_063864600.1|ARO:3006979|RAHN-1	beta_lactam__RAHN-1	beta_lactam
gb|WP_072186106.1|ARO:3006984|RUB-1	beta_lactam__RUB-1	beta_lactam
gb|EJR72097.1|ARO:3007101|BcIII	beta_lactam__BcIII	beta_lactam
gb|WP_063860828.1|ARO:3006944|LUT-2	beta_lactam__LUT-2	beta_lactam
gb|WP_010798607.1|ARO:3006943|LUT-1	beta_lactam__LUT-1	beta_lactam
gb|WP_063860829.1|ARO:3006945|LUT-3	beta_lactam__LUT-3	beta_lactam
gb|WP_063860831.1|ARO:3006947|LUT-5	beta_lactam__LUT-5	beta_lactam
gb|WP_063860830.1|ARO:3006946|LUT-4	beta_lactam__LUT-4	beta_lactam
gb|WP_063860832.1|ARO:3006948|LUT-6	beta_lactam__LUT-6	beta_lactam
gb|WP_122630832.1|ARO:3006893|ALG6-1	beta_lactam__ALG6-1	beta_lactam
gb|WP_003235647.1|ARO:3006902|BSU-1	beta_lactam__BSU-1	beta_lactam
gb|WP_021361759.1|ARO:3006905|CDD-2	beta_lactam__CDD-2	beta_lactam
gb|WP_063860521.1|ARO:3006888|GIL-1	beta_lactam__GIL-1	beta_lactam
gb|QIB98918.1|ARO:3005012|IDC-1	beta_lactam__IDC-1	beta_lactam
gb|QIB98910.1|ARO:3005013|IDC-2	beta_lactam__IDC-2	beta_lactam
gb|WP_032696109.1|ARO:3006970|PLA-3	beta_lactam__PLA-3	beta_lactam
gb|WP_032699754.1|ARO:3006968|PLA-1	beta_lactam__PLA-1	beta_lactam
gb|WP_047664983.1|ARO:3006969|PLA-2a	beta_lactam__PLA-2a	beta_lactam
gb|WP_063864598.1|ARO:3006971|PLA-6	beta_lactam__PLA-6	beta_lactam
gb|WP_075226241.1|ARO:3006978|PSV-1	beta_lactam__PSV-1	beta_lactam
gb|WP_011495276.1|ARO:3007017|SHD-1	beta_lactam__SHD-1	beta_lactam
gb|WP_063865164.1|ARO:3007003|VHH-1	beta_lactam__VHH-1	beta_lactam
gb|WP_063865165.1|ARO:3007004|VHW-1	beta_lactam__VHW-1	beta_lactam
gb|WP_043592266.1|ARO:3006865|CRH-1	beta_lactam__CRH-1	beta_lactam
gb|WP_109545050.1|ARO:3006866|CRH-2	beta_lactam__CRH-2	beta_lactam
gb|WP_109545051.1|ARO:3006867|CRH-3	beta_lactam__CRH-3	beta_lactam
gb|WP_043629745.1|ARO:3006868|CRP-1	beta_lactam__CRP-1	beta_lactam
gb|WP_164461288.1|ARO:3006924|CVI-1	beta_lactam__CVI-1	beta_lactam
gb|WP_122630829.1|ARO:3006872|DHT2-1	beta_lactam__DHT2-1	beta_lactam
gb|AWB15813.1|ARO:3005096|GPC-1	beta_lactam__GPC-1	beta_lactam
gb|WP_122630834.1|ARO:3006926|GRD33-1	beta_lactam__GRD33-1	beta_lactam
gb|WP_085562405.1|ARO:3001862|IMI-5	beta_lactam__IMI-5	beta_lactam
gb|WP_060874262.1|ARO:3006952|MOC-1	beta_lactam__MOC-1	beta_lactam
gb|WP_148044470.1|ARO:3006965|PFM-1	beta_lactam__PFM-1	beta_lactam
gb|WP_057012521.1|ARO:3006966|PFM-2	beta_lactam__PFM-2	beta_lactam
gb|WP_156404660.1|ARO:3006967|PFM-3	beta_lactam__PFM-3	beta_lactam
gb|WP_041884311.1|ARO:3006972|PLN-1	beta_lactam__PLN-1	beta_lactam
gb|WP_024531321.1|ARO:3006985|SFC-1	beta_lactam__SFC-1	beta_lactam
gb|WP_007688792.1|ARO:3006989|SGM-3	beta_lactam__SGM-3	beta_lactam
gb|WP_063864748.1|ARO:3006998|SPU-1	beta_lactam__SPU-1	beta_lactam
gb|WP_015818996.1|ARO:3007002|TTU-1	beta_lactam__TTU-1	beta_lactam
gb|WP_004874166.1|ARO:3007005|YEM-1	beta_lactam__YEM-1	beta_lactam
gb|WP_063860933.1|ARO:3006959|ORN-3	beta_lactam__ORN-3	beta_lactam
gb|WP_063860934.1|ARO:3006960|ORN-4	beta_lactam__ORN-4	beta_lactam
gb|WP_063860936.1|ARO:3006962|ORN-6	beta_lactam__ORN-6	beta_lactam
gb|WP_004862397.1|ARO:3006957|ORN-1	beta_lactam__ORN-1	beta_lactam
gb|WP_063860932.1|ARO:3006958|ORN-2	beta_lactam__ORN-2	beta_lactam
gb|WP_063860935.1|ARO:3006961|ORN-5	beta_lactam__ORN-5	beta_lactam
gb|WP_063864216.1|ARO:3005748|OXA-518	beta_lactam__OXA-518	beta_lactam
gb|WP_012662081.1|ARO:3005726|OXA-493	beta_lactam__OXA-493	beta_lactam
gb|WP_204376237.1|ARO:3006126|OXA-947	beta_lactam__OXA-947	beta_lactam
gb|WP_116786835.1|ARO:3005933|OXA-728	beta_lactam__OXA-728	beta_lactam
gb|WP_114268491.1|ARO:3005323|OXA-926	beta_lactam__OXA-926	beta_lactam
gb|WP_204376238.1|ARO:3006127|OXA-948	beta_lactam__OXA-948	beta_lactam
gb|WP_116786836.1|ARO:3005935|OXA-730	beta_lactam__OXA-730	beta_lactam
gb|WP_204376236.1|ARO:3006125|OXA-946	beta_lactam__OXA-946	beta_lactam
gb|WP_122634439.1|ARO:3005887|OXA-679	beta_lactam__OXA-679	beta_lactam
gb|WP_204376239.1|ARO:3006128|OXA-949	beta_lactam__OXA-949	beta_lactam
gb|WP_087587942.1|ARO:3005775|OXA-551	beta_lactam__OXA-551	beta_lactam
gb|WP_109545048.1|ARO:3005768|OXA-542	beta_lactam__OXA-542	beta_lactam
gb|WP_087587941.1|ARO:3005774|OXA-550	beta_lactam__OXA-550	beta_lactam
gb|WP_087587944.1|ARO:3005777|OXA-553	beta_lactam__OXA-553	beta_lactam
gb|WP_087587939.1|ARO:3005772|OXA-548	beta_lactam__OXA-548	beta_lactam
gb|WP_087587940.1|ARO:3005773|OXA-549	beta_lactam__OXA-549	beta_lactam
gb|WP_087587943.1|ARO:3005776|OXA-552	beta_lactam__OXA-552	beta_lactam
gb|WP_114272532.1|ARO:3005932|OXA-727	beta_lactam__OXA-727	beta_lactam
gb|WP_152315468.1|ARO:3006027|OXA-830	beta_lactam__OXA-830	beta_lactam
gb|WP_178317675.1|ARO:3006088|OXA-900	beta_lactam__OXA-900	beta_lactam
gb|WP_087696200.1|ARO:3005797|OXA-576	beta_lactam__OXA-576	beta_lactam
gb|WP_099337823.1|ARO:3005792|OXA-568	beta_lactam__OXA-568	beta_lactam
gb|WP_102607461.1|ARO:3005793|OXA-569	beta_lactam__OXA-569	beta_lactam
gb|WP_102607462.1|ARO:3005324|OXA-570	beta_lactam__OXA-570	beta_lactam
gb|WP_064808881.1|ARO:3005325|OXA-573	beta_lactam__OXA-573	beta_lactam
gb|WP_064808581.1|ARO:3005795|OXA-574	beta_lactam__OXA-574	beta_lactam
gb|WP_078722646.1|ARO:3005685|GOB-36	beta_lactam__GOB-36	beta_lactam
gb|WP_078797000.1|ARO:3005682|GOB-33	beta_lactam__GOB-33	beta_lactam
gb|WP_044403015.1|ARO:3006974|POM-1	beta_lactam__POM-1	beta_lactam
gb|WP_140423326.1|ARO:3006975|POM-2	beta_lactam__POM-2	beta_lactam
gb|WP_128268281.1|ARO:3006981|RSA2-1	beta_lactam__RSA2-1	beta_lactam
gb|WP_063865145.1|ARO:3007001|TER-1	beta_lactam__TER-1	beta_lactam
gb|WP_063865146.1|ARO:3007007|TER-2	beta_lactam__TER-2	beta_lactam
gb|QGQ32905.1|ARO:3005015|VMB-1	beta_lactam__VMB-1	beta_lactam
gb|ATX60370.1|ARO:3005033|FLC-1	beta_lactam__FLC-1	beta_lactam
gb|BBJ69931.1|ARO:3005031|FRI-8	beta_lactam__FRI-8	beta_lactam
gb|AWA42532.1|ARO:3005028|FRI-5	beta_lactam__FRI-5	beta_lactam
gb|WP_122630835.1|ARO:3006925|GRD23-1	beta_lactam__GRD23-1	beta_lactam
gb|WP_041881964.1|ARO:3006942|LUS-1	beta_lactam__LUS-1	beta_lactam
gb|ABA70720.1|ARO:3005035|Yrc-1	beta_lactam__Yrc-1	beta_lactam
gb|AAP97895.1|ARO:3005111|blaS1	beta_lactam__blaS1	beta_lactam
gb|QTV22830.1|ARO:3007085|PRC-1	beta_lactam__PRC-1	beta_lactam
gb|MBU4627809.1|ARO:3007021|BioF	beta_lactam__BioF	beta_lactam
gb|WP_150823494.1|ARO:3006977|PST-2	beta_lactam__PST-2	beta_lactam
gb|WP_043942497.1|ARO:3006976|PST-1	beta_lactam__PST-1	beta_lactam
gb|WP_072678505.1|ARO:3005937|OXA-732	beta_lactam__OXA-36	beta_lactam
gb|WP_059323095.1|ARO:3005686|GOB-37	beta_lactam__GOB-6	beta_lactam
gb|WP_005375420.1|ARO:3005576|CARB-42	beta_lactam__CARB-19	beta_lactam
gb|WP_204376224.1|ARO:3006891|AFM-2	beta_lactam__NDM-14	beta_lactam
gb|WP_078779188.1|ARO:3005684|GOB-35	beta_lactam__GOB-6	beta_lactam
gb|WP_069953510.1|ARO:3006890|AFM-1	beta_lactam__NDM-14	beta_lactam
gb|WP_063857825.1|ARO:3005526|BlaB-13	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078402651.1|ARO:3005699|GOB-51	beta_lactam__GOB-6	beta_lactam
gb|WP_063857824.1|ARO:3005525|BlaB-12	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_069214019.1|ARO:3005536|BlaB-23	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_063857827.1|ARO:3005543|BlaB-3	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078793100.1|ARO:3005549|BlaB-35	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_107809858.1|ARO:3005683|GOB-34	beta_lactam__GOB-6	beta_lactam
gb|WP_032879257.1|ARO:3001762|OXA-307	beta_lactam__OXA-302	beta_lactam
gb|WP_019051344.1|ARO:3005532|BlaB-19	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_092689909.1|ARO:3005878|OXA-666	beta_lactam__OXA-296	beta_lactam
gb|WP_078778510.1|ARO:3005552|BlaB-39	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_049637206.1|ARO:3005983|OXA-780	beta_lactam__OXA-427	beta_lactam
gb|WP_063857829.1|ARO:3005555|BlaB-7	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_059154943.1|ARO:3005557|BlaB-9	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_068801164.1|ARO:3005535|BlaB-22	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_107808007.1|ARO:3005541|BlaB-28	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078678782.1|ARO:3005548|BlaB-34	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_068791546.1|ARO:3005554|BlaB-6	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_016651348.1|ARO:3005881|OXA-670	beta_lactam__OXA-302	beta_lactam
gb|WP_063864115.1|ARO:3005734|OXA-504	beta_lactam__OXA-427	beta_lactam
gb|WP_063857822.1|ARO:3005523|BlaB-10	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_059324801.1|ARO:3005556|BlaB-8	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078702010.1|ARO:3005538|BlaB-25	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_063857828.1|ARO:3005553|BlaB-5	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_068981642.1|ARO:3005757|OXA-527	beta_lactam__OXA-90	beta_lactam
gb|WP_140423316.1|ARO:3005338|OXA-648	beta_lactam__OXA-362	beta_lactam
gb|WP_078704370.1|ARO:3005537|BlaB-24	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078772815.1|ARO:3005540|BlaB-27	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_080889626.1|ARO:3005550|BlaB-36	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_140423306.1|ARO:3005528|BlaB-15	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_065083535.1|ARO:3005539|BlaB-26	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_086980232.1|ARO:3005529|BlaB-16	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_136512069.1|ARO:3002237|IMP-46	beta_lactam__IMP-14	beta_lactam
gb|WP_128268278.1|ARO:3005986|OXA-783	beta_lactam__OXA-449	beta_lactam
gb|WP_179284394.1|ARO:3005519|VIM-71	beta_lactam__VIM-4	beta_lactam
gb|QHT72948.1|ARO:3005094|OXA-898	beta_lactam__OXA-444	beta_lactam
gb|WP_080897395.1|ARO:3006153|OKP-D-1	beta_lactam__LEN-26	beta_lactam
gb|WP_133972424.1|ARO:3006363|ADC-194	beta_lactam__ADC-44	beta_lactam
gb|WP_116786833.1|ARO:3005936|OXA-731	beta_lactam__OXA-181	beta_lactam
gb|WP_005046018.1|ARO:3006302|ADC-127	beta_lactam__ADC-44	beta_lactam
gb|WP_004643536.1|ARO:3006303|ADC-128	beta_lactam__ADC-44	beta_lactam
gb|WP_081400730.1|ARO:3001744|OXA-289	beta_lactam__OXA-279	beta_lactam
gb|ENU29139.1|ARO:3001745|OXA-290	beta_lactam__OXA-279	beta_lactam
gb|WP_005039111.1|ARO:3006304|ADC-129	beta_lactam__ADC-44	beta_lactam
gb|WP_150823458.1|ARO:3006374|ADC-205	beta_lactam__ADC-16	beta_lactam
gb|WP_068981615.1|ARO:3006440|ADC-83	beta_lactam__ADC-5	beta_lactam
gb|WP_164461281.1|ARO:3006273|ACT-79	beta_lactam__ACT-27	beta_lactam
gb|WP_096807446.1|ARO:3005198|CMY-157	beta_lactam__CMY-34	beta_lactam
gb|WP_002126587.1|ARO:3006297|ADC-120	beta_lactam__ADC-6	beta_lactam
gb|WP_039246976.1|ARO:3006322|ADC-148	beta_lactam__ADC-68	beta_lactam
gb|WP_078795346.1|ARO:3005551|BlaB-38	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_045286607.1|ARO:3006245|ACT-50	beta_lactam__MIR-23	beta_lactam
gb|WP_004886093.1|ARO:3006305|ADC-130	beta_lactam__ADC-68	beta_lactam
gb|WP_004700205.1|ARO:3006308|ADC-133	beta_lactam__ADC-68	beta_lactam
gb|WP_112792421.1|ARO:3006254|ACT-59	beta_lactam__ACT-27	beta_lactam
gb|WP_101360538.1|ARO:3005534|BlaB-20	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_081318900.1|ARO:3005542|BlaB-29	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_068981616.1|ARO:3006441|ADC-84	beta_lactam__ADC-43	beta_lactam
gb|WP_094009809.1|ARO:3006177|IMI-13	beta_lactam__IMI-1	beta_lactam
gb|WP_004707701.1|ARO:3006306|ADC-131	beta_lactam__ADC-68	beta_lactam
gb|WP_031981814.1|ARO:3006408|ADC-239	beta_lactam__ADC-68	beta_lactam
gb|WP_022575343.1|ARO:3006425|ADC-255	beta_lactam__ADC-68	beta_lactam
gb|WP_034848068.1|ARO:3005527|BlaB-14	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_078691467.1|ARO:3005531|BlaB-18	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_136034107.1|ARO:3006152|OKP-C-1	beta_lactam__SHV-65	beta_lactam
gb|WP_109545072.1|ARO:3005333|OXA-641	beta_lactam__OXA-372	beta_lactam
gb|WP_150823461.1|ARO:3006378|ADC-209	beta_lactam__ADC-13	beta_lactam
gb|WP_068981617.1|ARO:3006442|ADC-85	beta_lactam__ADC-19	beta_lactam
gb|WP_087094142.1|ARO:3005544|BlaB-30	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_204376228.1|ARO:3006185|IMI-21	beta_lactam__IMI-1	beta_lactam
gb|WP_016137488.1|ARO:3006311|ADC-136	beta_lactam__ADC-15	beta_lactam
gb|WP_031996777.1|ARO:3006424|ADC-254	beta_lactam__ADC-5	beta_lactam
gb|WP_063860895.1|ARO:3006956|OHIO-1	beta_lactam__SHV-14	beta_lactam
gb|WP_140423311.1|ARO:3006186|KPC-44	beta_lactam__KPC-2	beta_lactam
gb|WP_202089433.1|ARO:3006137|PER-16	beta_lactam__PER-7	beta_lactam
gb|WP_100931733.1|ARO:3006603|PDC-223	beta_lactam__PDC-1	beta_lactam
gb|WP_168247902.1|ARO:3006787|PDC-418	beta_lactam__PDC-5	beta_lactam
gb|WP_046887417.1|ARO:3006857|CMH-5	beta_lactam__CMH-1	beta_lactam
gb|WP_016146025.1|ARO:3006313|ADC-138	beta_lactam__ADC-13	beta_lactam
gb|WP_096865225.1|ARO:3006133|PER-12	beta_lactam__PER-7	beta_lactam
